,강수량(mm)
138793,0.0
138794,0.0
138795,0.0
138796,0.0
138797,0.0
138798,0.0
138799,0.0
138800,0.0
138801,0.0
138802,0.0
138803,0.0
138804,0.0
138805,0.0
138806,0.0
138807,0.0
138808,0.0
138809,0.0
138810,0.0
138811,0.0
138812,0.0
138813,0.0
138814,0.0
138815,0.0
138816,0.0
138817,0.0
138818,0.0
138819,0.0
138820,0.0
138821,0.0
138822,0.0
138823,0.0
138824,0.0
138825,0.0
138826,0.0
138827,0.0
138828,0.0
138829,0.0
138830,0.0
138831,0.0
138832,0.0
138833,0.0
138834,0.0
138835,0.0
138836,0.0
138837,0.0
138838,0.0
138839,0.0
138840,0.0
138841,0.0
138842,0.0
138843,0.0
138844,0.0
138845,0.0
138846,0.0
138847,0.0
138848,0.0
138849,0.0
138850,0.0
138851,0.0
138852,0.0
138853,0.0
138854,0.0
138855,0.0
138856,0.0
138857,0.0
138858,0.0
138859,0.0
138860,0.0
138861,0.0
138862,0.0
138863,0.0
138864,0.0
138865,0.0
138866,0.0
138867,0.0
138868,0.0
138869,0.0
138870,0.0
138871,0.0
138872,0.0
138873,0.0
138874,0.0
138875,0.0
138876,0.0
138877,0.0
138878,0.0
138879,0.0
138880,0.0
138881,0.0
138882,0.0
138883,0.0
138884,0.0
138885,0.0
138886,0.0
138887,0.0
138888,0.0
138889,0.0
138890,0.0
138891,0.0
138892,0.0
138893,0.0
138894,0.0
138895,0.0
138896,0.0
138897,0.0
138898,0.0
138899,0.0
138900,0.0
138901,0.0
138902,0.0
138903,0.0
138904,0.0
138905,0.0
138906,0.0
138907,0.0
138908,0.0
138909,0.0
138910,0.0
138911,0.0
138912,0.0
138913,0.0
138914,0.0
138915,0.0
138916,0.0
138917,0.0
138918,0.0
138919,0.0
138920,0.0
138921,0.0
138922,0.0
138923,0.0
138924,0.0
138925,0.0
138926,0.0
138927,0.0
138928,0.0
138929,0.0
138930,0.0
138931,0.0
138932,0.0
138933,0.0
138934,0.0
138935,0.0
138936,0.0
138937,0.0
138938,0.0
138939,0.0
138940,0.0
138941,0.0
138942,0.0
138943,0.0
138944,0.0
138945,0.0
138946,0.0
138947,0.0
138948,0.0
138949,0.0
138950,0.0
138951,0.0
138952,0.0
138953,0.0
138954,0.0
138955,0.0
138956,0.0
138957,0.0
138958,0.0
138959,0.0
138960,0.0
138961,0.0
138962,0.0
138963,0.0
138964,0.0
138965,0.0
138966,0.0
138967,0.0
138968,0.0
138969,0.0
138970,0.0
138971,0.0
138972,0.0
138973,0.0
138974,0.0
138975,0.0
138976,0.0
138977,0.0
138978,0.0
138979,0.0
138980,0.0
138981,0.0
138982,0.0
138983,0.0
138984,0.0
138985,0.0
138986,0.0
138987,0.0
138988,0.0
138989,0.0
138990,0.0
138991,0.0
138992,0.0
138993,0.0
138994,0.0
138995,0.0
138996,0.0
138997,0.0
138998,0.0
138999,0.0
139000,0.0
139001,0.0
139002,0.0
139003,0.0
139004,0.0
139005,0.0
139006,0.0
139007,0.0
139008,0.0
139009,0.0
139010,0.0
139011,0.0
139012,0.0
139013,0.0
139014,0.0
139015,0.0
139016,0.0
139017,0.0
139018,0.0
139019,0.0
139020,0.0
139021,0.0
139022,0.0
139023,0.0
139024,0.0
139025,0.0
139026,0.0
139027,0.0
139028,0.0
139029,0.0
139030,0.0
139031,0.0
139032,0.0
139033,0.0
139034,0.0
139035,0.0
139036,0.0
139037,0.0
139038,0.0
139039,0.0
139040,0.0
139041,0.0
139042,0.0
139043,0.0
139044,0.0
139045,0.0
139046,0.0
139047,0.0
139048,0.0
139049,0.0
139050,0.0
139051,0.0
139052,0.0
139053,0.0
139054,0.0
139055,0.0
139056,0.0
139057,0.0
139058,0.0
139059,0.0
139060,0.0
139061,0.0
139062,0.0
139063,0.0
139064,0.0
139065,0.0
139066,0.0
139067,0.0
139068,0.0
139069,0.0
139070,0.0
139071,0.0
139072,0.0
139073,0.0
139074,0.0
139075,0.0
139076,0.0
139077,0.0
139078,0.0
139079,0.0
139080,0.0
139081,0.0
139082,0.0
139083,0.0
139084,0.0
139085,0.0
139086,0.0
139087,0.0
139088,0.0
139089,0.0
139090,0.0
139091,0.0
139092,0.0
139093,0.0
139094,0.0
139095,0.0
139096,0.0
139097,0.0
139098,0.0
139099,0.0
139100,0.0
139101,0.0
139102,0.0
139103,0.0
139104,0.0
139105,0.0
139106,0.0
139107,0.0
139108,0.0
139109,0.0
139110,0.0
139111,0.0
139112,0.0
139113,0.0
139114,0.0
139115,0.0
139116,0.0
139117,0.0
139118,0.0
139119,0.0
139120,0.0
139121,0.0
139122,0.0
139123,0.0
139124,0.0
139125,0.0
139126,0.0
139127,0.0
139128,0.0
139129,0.0
139130,0.0
139131,0.0
139132,0.0
139133,0.0
139134,0.0
139135,0.0
139136,0.0
139137,0.0
139138,0.0
139139,0.0
139140,0.0
139141,0.0
139142,0.0
139143,0.0
139144,0.0
139145,0.0
139146,0.0
139147,0.0
139148,0.0
139149,0.0
139150,0.0
139151,0.0
139152,0.0
139153,0.0
139154,0.0
139155,0.0
139156,0.0
139157,0.0
139158,0.0
139159,0.0
139160,0.0
139161,0.0
139162,0.0
139163,0.0
139164,0.0
139165,0.0
139166,0.0
139167,0.0
139168,0.0
139169,0.0
139170,0.0
139171,0.0
139172,0.0
139173,0.0
139174,0.0
139175,0.0
139176,0.0
139177,0.0
139178,0.0
139179,0.0
139180,0.0
139181,0.0
139182,0.0
139183,0.0
139184,0.0
139185,0.0
139186,0.0
139187,0.0
139188,0.0
139189,0.0
139190,0.0
139191,0.0
139192,0.0
139193,0.0
139194,0.0
139195,0.0
139196,0.0
139197,0.0
139198,0.0
139199,0.0
139200,0.0
139201,0.0
139202,0.0
139203,0.0
139204,0.0
139205,0.0
139206,0.0
139207,0.0
139208,0.0
139209,0.0
139210,0.0
139211,0.0
139212,0.0
139213,0.0
139214,0.0
139215,0.0
139216,0.0
139217,0.0
139218,0.0
139219,0.0
139220,0.0
139221,0.0
139222,0.0
139223,0.0
139224,0.0
139225,0.0
139226,0.0
139227,0.0
139228,0.0
139229,0.0
139230,0.0
139231,0.0
139232,0.0
139233,0.0
139234,0.0
139235,0.0
139236,0.0
139237,0.0
139238,0.0
139239,0.0
139240,0.0
139241,0.0
139242,0.0
139243,0.0
139244,0.0
139245,0.0
139246,0.0
139247,0.0
139248,0.0
139249,0.0
139250,0.0
139251,0.0
139252,0.0
139253,0.0
139254,0.0
139255,0.0
139256,0.0
139257,0.0
139258,0.0
139259,0.0
139260,0.0
139261,0.0
139262,0.0
139263,0.0
139264,0.0
139265,0.0
139266,0.0
139267,0.0
139268,0.0
139269,0.0
139270,0.0
139271,0.0
139272,0.0
139273,0.0
139274,0.0
139275,0.0
139276,0.0
139277,0.0
139278,0.0
139279,0.0
139280,0.0
139281,0.0
139282,0.0
139283,0.0
139284,0.0
139285,0.0
139286,0.0
139287,0.0
139288,0.0
139289,0.0
139290,0.0
139291,0.0
139292,0.0
139293,0.0
139294,0.0
139295,0.0
139296,0.0
139297,0.0
139298,0.0
139299,0.0
139300,0.0
139301,0.0
139302,0.0
139303,0.0
139304,0.0
139305,0.0
139306,0.0
139307,0.0
139308,0.0
139309,0.0
139310,0.0
139311,0.0
139312,0.0
139313,0.0
139314,0.0
139315,0.0
139316,0.0
139317,0.0
139318,0.0
139319,0.0
139320,0.0
139321,0.0
139322,0.0
139323,0.0
139324,0.0
139325,0.0
139326,0.0
139327,0.0
139328,0.0
139329,0.0
139330,0.0
139331,0.0
139332,0.0
139333,0.0
139334,0.0
139335,0.0
139336,0.0
139337,0.0
139338,0.0
139339,0.0
139340,0.0
139341,0.0
139342,0.0
139343,0.0
139344,0.0
139345,0.0
139346,0.0
139347,0.0
139348,0.0
139349,0.0
139350,0.0
139351,0.0
139352,0.0
139353,0.0
139354,0.0
139355,0.0
139356,0.0
139357,0.0
139358,0.0
139359,0.0
139360,0.0
139361,0.0
139362,0.0
139363,0.0
139364,0.0
139365,0.0
139366,0.0
139367,0.0
139368,0.0
139369,0.0
139370,0.0
139371,0.0
139372,0.0
139373,0.0
139374,0.0
139375,0.0
139376,0.0
139377,0.0
139378,0.0
139379,0.0
139380,0.0
139381,0.0
139382,0.0
139383,0.0
139384,0.0
139385,0.0
139386,0.0
139387,0.0
139388,0.0
139389,0.0
139390,0.0
139391,0.0
139392,0.0
139393,0.0
139394,0.0
139395,0.0
139396,0.0
139397,0.0
139398,0.0
139399,0.0
139400,0.0
139401,0.0
139402,0.0
139403,0.0
139404,0.0
139405,0.0
139406,0.0
139407,0.0
139408,0.0
139409,0.0
139410,0.0
139411,0.0
139412,0.0
139413,0.0
139414,0.0
139415,0.0
139416,0.0
139417,0.0
139418,0.0
139419,0.0
139420,0.0
139421,0.0
139422,0.0
139423,0.0
139424,0.0
139425,0.0
139426,0.0
139427,0.0
139428,0.0
139429,0.0
139430,0.0
139431,0.0
139432,0.0
139433,0.0
139434,0.0
139435,0.0
139436,0.0
139437,0.0
139438,0.0
139439,0.0
139440,0.0
139441,0.0
139442,0.0
139443,0.0
139444,0.0
139445,0.0
139446,0.0
139447,0.0
139448,0.0
139449,0.0
139450,0.0
139451,0.0
139452,0.0
139453,0.0
139454,0.0
139455,0.0
139456,0.0
139457,0.0
139458,0.0
139459,0.0
139460,0.0
139461,0.0
139462,0.0
139463,0.0
139464,0.0
139465,0.0
139466,0.0
139467,0.0
139468,0.0
139469,0.0
139470,0.0
139471,0.0
139472,0.0
139473,0.0
139474,0.0
139475,0.0
139476,0.0
139477,0.0
139478,0.0
139479,0.0
139480,0.0
139481,0.0
139482,0.0
139483,0.0
139484,0.0
139485,0.0
139486,0.0
139487,0.0
139488,0.0
139489,0.0
139490,0.0
139491,0.0
139492,0.0
139493,0.0
139494,0.0
139495,0.0
139496,0.0
139497,0.0
139498,0.0
139499,0.0
139500,0.0
139501,0.0
139502,0.0
139503,0.0
139504,0.0
139505,0.0
139506,0.0
139507,0.0
139508,0.0
139509,0.0
139510,0.0
139511,0.0
139512,0.0
139513,0.0
139514,0.0
139515,0.0
139516,0.0
139517,0.0
139518,0.0
139519,0.0
139520,0.0
139521,0.0
139522,0.0
139523,0.0
139524,0.0
139525,0.0
139526,0.0
139527,0.0
139528,0.0
139529,0.0
139530,0.0
139531,0.0
139532,0.0
139533,0.0
139534,0.0
139535,0.0
139536,0.0
139537,0.0
139538,0.0
139539,0.0
139540,0.0
139541,0.0
139542,0.0
139543,0.0
139544,0.0
139545,0.0
139546,0.0
139547,0.0
139548,0.0
139549,0.0
139550,0.0
139551,0.0
139552,0.0
139553,0.0
139554,0.0
139555,0.0
139556,0.0
139557,0.0
139558,0.0
139559,0.0
139560,0.0
139561,0.0
139562,0.0
139563,0.0
139564,0.0
139565,0.0
139566,0.0
139567,0.0
139568,0.0
139569,0.0
139570,0.0
139571,0.0
139572,0.0
139573,0.0
139574,0.0
139575,0.0
139576,0.0
139577,0.0
139578,0.0
139579,0.0
139580,0.0
139581,0.0
139582,0.0
139583,0.0
139584,0.0
139585,0.0
139586,0.0
139587,0.0
139588,0.0
139589,0.0
139590,0.0
139591,0.0
139592,0.0
139593,0.0
139594,0.0
139595,0.0
139596,0.0
139597,0.0
139598,0.0
139599,0.0
139600,0.0
139601,0.0
139602,0.0
139603,0.0
139604,0.0
139605,0.0
139606,0.0
139607,0.0
139608,0.0
139609,0.0
139610,0.0
139611,0.0
139612,0.0
139613,0.0
139614,0.0
139615,0.0
139616,0.0
139617,0.0
139618,0.0
139619,0.0
139620,0.0
139621,0.0
139622,0.0
139623,0.0
139624,0.0
139625,0.0
139626,0.0
139627,0.0
139628,0.0
139629,0.0
139630,0.0
139631,0.0
139632,0.0
139633,0.0
139634,0.0
139635,0.0
139636,0.0
139637,0.0
139638,0.0
139639,0.0
139640,0.0
139641,0.0
139642,0.0
139643,0.0
139644,0.0
139645,0.0
139646,0.0
139647,0.0
139648,0.0
139649,0.0
139650,0.0
139651,0.0
139652,0.0
139653,0.0
139654,0.0
139655,0.0
139656,0.0
139657,0.0
139658,0.0
139659,0.0
139660,0.0
139661,0.0
139662,0.0
139663,0.0
139664,0.0
139665,0.0
139666,0.0
139667,0.0
139668,0.0
139669,0.0
139670,0.0
139671,0.0
139672,0.0
139673,0.0
139674,0.0
139675,0.0
139676,0.0
139677,0.0
139678,0.0
139679,0.0
139680,0.0
139681,0.0
139682,0.0
139683,0.0
139684,0.0
139685,0.0
139686,0.0
139687,0.0
139688,0.0
139689,0.0
139690,0.0
139691,0.0
139692,0.0
139693,0.0
139694,0.0
139695,0.0
139696,0.0
139697,0.0
139698,0.0
139699,0.0
139700,0.0
139701,0.0
139702,0.0
139703,0.0
139704,0.0
139705,0.0
139706,0.0
139707,0.0
139708,0.0
139709,0.0
139710,0.0
139711,0.0
139712,0.0
139713,0.0
139714,0.0
139715,0.0
139716,0.0
139717,0.0
139718,0.0
139719,0.0
139720,0.0
139721,0.0
139722,0.0
139723,0.0
139724,0.0
139725,0.0
139726,0.0
139727,0.0
139728,0.0
139729,0.0
139730,0.0
139731,0.0
139732,0.0
139733,0.0
139734,0.0
139735,0.0
139736,0.0
139737,0.0
139738,0.0
139739,0.0
139740,0.0
139741,0.0
139742,0.0
139743,0.0
139744,0.0
139745,0.0
139746,0.0
139747,0.0
139748,0.0
139749,0.0
139750,0.0
139751,0.0
139752,0.0
139753,0.0
139754,0.0
139755,0.0
139756,0.0
139757,0.0
139758,0.0
139759,0.0
139760,0.0
139761,0.0
139762,0.0
139763,0.0
139764,0.0
139765,0.0
139766,0.0
139767,0.0
139768,0.0
139769,0.0
139770,0.0
139771,0.0
139772,0.0
139773,0.0
139774,0.0
139775,0.0
139776,0.0
139777,0.0
139778,0.0
139779,0.0
139780,0.0
139781,0.0
139782,0.0
139783,0.0
139784,0.0
139785,0.0
139786,0.0
139787,0.0
139788,0.0
139789,0.0
139790,0.0
139791,0.0
139792,0.0
139793,0.0
139794,0.0
139795,0.0
139796,0.0
139797,0.0
139798,0.0
139799,0.0
139800,0.0
139801,0.0
139802,0.0
139803,0.0
139804,0.0
139805,0.0
139806,0.0
139807,0.0
139808,0.0
139809,0.0
139810,0.0
139811,0.0
139812,0.0
139813,0.0
139814,0.0
139815,0.0
139816,0.0
139817,0.0
139818,0.0
139819,0.0
139820,0.0
139821,0.0
139822,0.0
139823,0.0
139824,0.0
139825,0.0
139826,0.0
139827,0.0
139828,0.0
139829,0.0
139830,0.0
139831,0.0
139832,0.0
139833,0.0
139834,0.0
139835,0.0
139836,0.0
139837,0.0
139838,0.0
139839,0.0
139840,0.0
139841,0.0
139842,0.0
139843,0.0
139844,0.0
139845,0.0
139846,0.0
139847,0.0
139848,0.0
139849,0.0
139850,0.0
139851,0.0
139852,0.0
139853,0.0
139854,0.0
139855,0.0
139856,0.0
139857,0.0
139858,0.0
139859,0.0
139860,0.0
139861,0.0
139862,0.0
139863,0.0
139864,0.0
139865,0.0
139866,0.0
139867,0.0
139868,0.0
139869,0.0
139870,0.0
139871,0.0
139872,0.0
139873,0.0
139874,0.0
139875,0.0
139876,0.0
139877,0.0
139878,0.0
139879,0.0
139880,0.0
139881,0.0
139882,0.0
139883,0.0
139884,0.0
139885,0.0
139886,0.0
139887,0.0
139888,0.0
139889,0.0
139890,0.0
139891,0.0
139892,0.0
139893,0.0
139894,0.0
139895,0.0
139896,0.0
139897,0.0
139898,0.0
139899,0.0
139900,0.0
139901,0.0
139902,0.0
139903,0.0
139904,0.0
139905,0.0
139906,0.0
139907,0.0
139908,0.0
139909,0.0
139910,0.0
139911,0.0
139912,0.0
139913,0.0
139914,0.0
139915,0.0
139916,0.0
139917,0.0
139918,0.0
139919,0.0
139920,0.0
139921,0.0
139922,0.0
139923,0.0
139924,0.0
139925,0.0
139926,0.0
139927,0.0
139928,0.0
139929,0.0
139930,0.0
139931,0.0
139932,0.0
139933,0.0
139934,0.0
139935,0.0
139936,0.0
139937,0.0
139938,0.0
139939,0.0
139940,0.0
139941,0.0
139942,0.0
139943,0.0
139944,0.0
139945,0.0
139946,0.0
139947,0.0
139948,0.0
139949,0.0
139950,0.0
139951,0.0
139952,0.0
139953,0.0
139954,0.0
139955,0.0
139956,0.0
139957,0.0
139958,0.0
139959,0.0
139960,0.0
139961,0.0
139962,0.0
139963,0.0
139964,0.0
139965,0.0
139966,0.0
139967,0.0
139968,0.0
139969,0.0
139970,0.0
139971,0.0
139972,0.0
139973,0.0
139974,0.0
139975,0.0
139976,0.0
139977,0.0
139978,0.0
139979,0.0
139980,0.0
139981,0.0
139982,0.0
139983,0.0
139984,0.0
139985,0.0
139986,0.0
139987,0.0
139988,0.0
139989,0.0
139990,0.0
139991,0.0
139992,0.0
139993,0.0
139994,0.0
139995,0.0
139996,0.0
139997,0.0
139998,0.0
139999,0.0
140000,0.0
140001,0.0
140002,0.0
140003,0.0
140004,0.0
140005,0.0
140006,0.0
140007,0.0
140008,0.0
140009,0.0
140010,0.0
140011,0.0
140012,0.0
140013,0.0
140014,0.0
140015,0.0
140016,0.0
140017,0.0
140018,0.0
140019,0.0
140020,0.0
140021,0.0
140022,0.0
140023,0.0
140024,0.0
140025,0.0
140026,0.0
140027,0.0
140028,0.0
140029,0.0
140030,0.0
140031,0.0
140032,0.0
140033,0.0
140034,0.0
140035,0.0
140036,0.0
140037,0.0
140038,0.0
140039,0.0
140040,0.0
140041,0.0
140042,0.0
140043,0.0
140044,0.0
140045,0.0
140046,0.0
140047,0.0
140048,0.0
140049,0.0
140050,0.0
140051,0.0
140052,0.0
140053,0.0
140054,0.0
140055,0.0
140056,0.0
140057,0.0
140058,0.0
140059,0.0
140060,0.0
140061,0.0
140062,0.0
140063,0.0
140064,0.0
140065,0.0
140066,0.0
140067,0.0
140068,0.0
140069,0.0
140070,0.0
140071,0.0
140072,0.0
140073,0.0
140074,0.0
140075,0.0
140076,0.0
140077,0.0
140078,0.0
140079,0.0
140080,0.0
140081,0.0
140082,0.0
140083,0.0
140084,0.0
140085,0.0
140086,0.0
140087,0.0
140088,0.0
140089,0.0
140090,0.0
140091,0.0
140092,0.0
140093,0.0
140094,0.0
140095,0.0
140096,0.0
140097,0.0
140098,0.0
140099,0.0
140100,0.0
140101,0.0
140102,0.0
140103,0.0
140104,0.0
140105,0.0
140106,0.0
140107,0.0
140108,0.0
140109,0.0
140110,0.0
140111,0.0
140112,0.0
140113,0.0
140114,0.0
140115,0.0
140116,0.0
140117,0.0
140118,0.0
140119,0.0
140120,0.0
140121,0.0
140122,0.0
140123,0.0
140124,0.0
140125,0.0
140126,0.0
140127,0.0
140128,0.0
140129,0.0
140130,0.0
140131,0.0
140132,0.0
140133,0.0
140134,0.0
140135,0.0
140136,0.0
140137,0.0
140138,0.0
140139,0.0
140140,0.0
140141,0.0
140142,0.0
140143,0.0
140144,0.0
140145,0.0
140146,0.0
140147,0.0
140148,0.0
140149,0.0
140150,0.0
140151,0.0
140152,0.0
140153,0.0
140154,0.0
140155,0.0
140156,0.0
140157,0.0
140158,0.0
140159,0.0
140160,0.0
140161,0.0
140162,0.0
140163,0.0
140164,0.0
140165,0.0
140166,0.0
140167,0.0
140168,0.0
140169,0.0
140170,0.0
140171,0.0
140172,0.0
140173,0.0
140174,0.0
140175,0.0
140176,0.0
140177,0.0
140178,0.0
140179,0.0
140180,0.0
140181,0.0
140182,0.0
140183,0.0
140184,0.0
140185,0.0
140186,0.0
140187,0.0
140188,0.0
140189,0.0
140190,0.0
140191,0.0
140192,0.0
140193,0.0
140194,0.0
140195,0.0
140196,0.0
140197,0.0
140198,0.0
140199,0.0
140200,0.0
140201,0.0
140202,0.0
140203,0.0
140204,0.0
140205,0.0
140206,0.0
140207,0.0
140208,0.0
140209,0.0
140210,0.0
140211,0.0
140212,0.0
140213,0.0
140214,0.0
140215,0.0
140216,0.0
140217,0.0
140218,0.0
140219,0.0
140220,0.0
140221,0.0
140222,0.0
140223,0.0
140224,0.0
140225,0.0
140226,0.0
140227,0.0
140228,0.0
140229,0.0
140230,0.0
140231,0.0
140232,0.0
140233,0.0
140234,0.0
140235,0.0
140236,0.0
140237,0.0
140238,0.0
140239,0.0
140240,0.0
140241,0.0
140242,0.0
140243,0.0
140244,0.0
140245,0.0
140246,0.0
140247,0.0
140248,0.0
140249,0.0
140250,0.0
140251,0.0
140252,0.0
140253,0.0
140254,0.0
140255,0.0
140256,3.5
140257,3.5
140258,3.5
140259,3.5
140260,3.5
140261,3.5
140262,3.5
140263,3.5
140264,3.5
140265,3.5
140266,3.5
140267,3.5
140268,3.5
140269,3.5
140270,3.5
140271,3.5
140272,3.5
140273,3.5
140274,3.5
140275,3.5
140276,3.5
140277,3.5
140278,3.5
140279,3.5
140280,3.5
140281,3.5
140282,3.5
140283,3.5
140284,3.5
140285,3.5
140286,3.5
140287,3.5
140288,3.5
140289,3.5
140290,3.5
140291,3.5
140292,3.5
140293,3.5
140294,3.5
140295,3.5
140296,3.5
140297,3.5
140298,3.5
140299,3.5
140300,3.5
140301,3.5
140302,3.5
140303,3.5
140304,3.5
140305,3.5
140306,3.5
140307,3.5
140308,3.5
140309,3.5
140310,3.5
140311,3.5
140312,3.5
140313,3.5
140314,3.5
140315,3.5
140316,3.5
140317,3.5
140318,3.5
140319,3.5
140320,3.5
140321,3.5
140322,3.5
140323,3.5
140324,3.5
140325,3.5
140326,3.5
140327,3.5
140328,3.5
140329,3.5
140330,3.5
140331,3.5
140332,3.5
140333,3.5
140334,3.5
140335,3.5
140336,3.5
140337,3.5
140338,3.5
140339,3.5
140340,3.5
140341,3.5
140342,3.5
140343,3.5
140344,3.5
140345,3.5
140346,3.5
140347,3.5
140348,3.5
140349,3.5
140350,3.5
140351,3.5
140352,3.5
140353,3.5
140354,3.5
140355,3.5
140356,3.5
140357,3.5
140358,3.5
140359,3.5
140360,3.5
140361,3.5
140362,3.5
140363,3.5
140364,3.5
140365,3.5
140366,3.5
140367,3.5
140368,3.5
140369,3.5
140370,3.5
140371,3.5
140372,3.5
140373,3.5
140374,3.5
140375,3.5
140376,3.5
140377,3.5
140378,3.5
140379,3.5
140380,3.5
140381,3.5
140382,3.5
140383,3.5
140384,3.5
140385,3.5
140386,3.5
140387,3.5
140388,3.5
140389,3.5
140390,3.5
140391,3.5
140392,3.5
140393,3.5
140394,3.5
140395,3.5
140396,3.5
140397,3.5
140398,3.5
140399,3.5
140400,1.5
140401,1.5
140402,1.5
140403,1.5
140404,1.5
140405,1.5
140406,1.5
140407,1.5
140408,1.5
140409,1.5
140410,1.5
140411,1.5
140412,1.5
140413,1.5
140414,1.5
140415,1.5
140416,1.5
140417,1.5
140418,1.5
140419,1.5
140420,1.5
140421,1.5
140422,1.5
140423,1.5
140424,1.5
140425,1.5
140426,1.5
140427,1.5
140428,1.5
140429,1.5
140430,1.5
140431,1.5
140432,1.5
140433,1.5
140434,1.5
140435,1.5
140436,1.5
140437,1.5
140438,1.5
140439,1.5
140440,1.5
140441,1.5
140442,1.5
140443,1.5
140444,1.5
140445,1.5
140446,1.5
140447,1.5
140448,1.5
140449,1.5
140450,1.5
140451,1.5
140452,1.5
140453,1.5
140454,1.5
140455,1.5
140456,1.5
140457,1.5
140458,1.5
140459,1.5
140460,1.5
140461,1.5
140462,1.5
140463,1.5
140464,1.5
140465,1.5
140466,1.5
140467,1.5
140468,1.5
140469,1.5
140470,1.5
140471,1.5
140472,1.5
140473,1.5
140474,1.5
140475,1.5
140476,1.5
140477,1.5
140478,1.5
140479,1.5
140480,1.5
140481,1.5
140482,1.5
140483,1.5
140484,1.5
140485,1.5
140486,1.5
140487,1.5
140488,1.5
140489,1.5
140490,1.5
140491,1.5
140492,1.5
140493,1.5
140494,1.5
140495,1.5
140496,1.5
140497,1.5
140498,1.5
140499,1.5
140500,1.5
140501,1.5
140502,1.5
140503,1.5
140504,1.5
140505,1.5
140506,1.5
140507,1.5
140508,1.5
140509,1.5
140510,1.5
140511,1.5
140512,1.5
140513,1.5
140514,1.5
140515,1.5
140516,1.5
140517,1.5
140518,1.5
140519,1.5
140520,1.5
140521,1.5
140522,1.5
140523,1.5
140524,1.5
140525,1.5
140526,1.5
140527,1.5
140528,1.5
140529,1.5
140530,1.5
140531,1.5
140532,1.5
140533,1.5
140534,1.5
140535,1.5
140536,1.5
140537,1.5
140538,1.5
140539,1.5
140540,1.5
140541,1.5
140542,1.5
140543,1.5
140544,29.0
140545,29.0
140546,29.0
140547,29.0
140548,29.0
140549,29.0
140550,29.0
140551,29.0
140552,29.0
140553,29.0
140554,29.0
140555,29.0
140556,29.0
140557,29.0
140558,29.0
140559,29.0
140560,29.0
140561,29.0
140562,29.0
140563,29.0
140564,29.0
140565,29.0
140566,29.0
140567,29.0
140568,29.0
140569,29.0
140570,29.0
140571,29.0
140572,29.0
140573,29.0
140574,29.0
140575,29.0
140576,29.0
140577,29.0
140578,29.0
140579,29.0
140580,29.0
140581,29.0
140582,29.0
140583,29.0
140584,29.0
140585,29.0
140586,29.0
140587,29.0
140588,29.0
140589,29.0
140590,29.0
140591,29.0
140592,29.0
140593,29.0
140594,29.0
140595,29.0
140596,29.0
140597,29.0
140598,29.0
140599,29.0
140600,29.0
140601,29.0
140602,29.0
140603,29.0
140604,29.0
140605,29.0
140606,29.0
140607,29.0
140608,29.0
140609,29.0
140610,29.0
140611,29.0
140612,29.0
140613,29.0
140614,29.0
140615,29.0
140616,29.0
140617,29.0
140618,29.0
140619,29.0
140620,29.0
140621,29.0
140622,29.0
140623,29.0
140624,29.0
140625,29.0
140626,29.0
140627,29.0
140628,29.0
140629,29.0
140630,29.0
140631,29.0
140632,29.0
140633,29.0
140634,29.0
140635,29.0
140636,29.0
140637,29.0
140638,29.0
140639,29.0
140640,29.0
140641,29.0
140642,29.0
140643,29.0
140644,29.0
140645,29.0
140646,29.0
140647,29.0
140648,29.0
140649,29.0
140650,29.0
140651,29.0
140652,29.0
140653,29.0
140654,29.0
140655,29.0
140656,29.0
140657,29.0
140658,29.0
140659,29.0
140660,29.0
140661,29.0
140662,29.0
140663,29.0
140664,29.0
140665,29.0
140666,29.0
140667,29.0
140668,29.0
140669,29.0
140670,29.0
140671,29.0
140672,29.0
140673,29.0
140674,29.0
140675,29.0
140676,29.0
140677,29.0
140678,29.0
140679,29.0
140680,29.0
140681,29.0
140682,29.0
140683,29.0
140684,29.0
140685,29.0
140686,29.0
140687,29.0
140688,0.0
140689,0.0
140690,0.0
140691,0.0
140692,0.0
140693,0.0
140694,0.0
140695,0.0
140696,0.0
140697,0.0
140698,0.0
140699,0.0
140700,0.0
140701,0.0
140702,0.0
140703,0.0
140704,0.0
140705,0.0
140706,0.0
140707,0.0
140708,0.0
140709,0.0
140710,0.0
140711,0.0
140712,0.0
140713,0.0
140714,0.0
140715,0.0
140716,0.0
140717,0.0
140718,0.0
140719,0.0
140720,0.0
140721,0.0
140722,0.0
140723,0.0
140724,0.0
140725,0.0
140726,0.0
140727,0.0
140728,0.0
140729,0.0
140730,0.0
140731,0.0
140732,0.0
140733,0.0
140734,0.0
140735,0.0
140736,0.0
140737,0.0
140738,0.0
140739,0.0
140740,0.0
140741,0.0
140742,0.0
140743,0.0
140744,0.0
140745,0.0
140746,0.0
140747,0.0
140748,0.0
140749,0.0
140750,0.0
140751,0.0
140752,0.0
140753,0.0
140754,0.0
140755,0.0
140756,0.0
140757,0.0
140758,0.0
140759,0.0
140760,0.0
140761,0.0
140762,0.0
140763,0.0
140764,0.0
140765,0.0
140766,0.0
140767,0.0
140768,0.0
140769,0.0
140770,0.0
140771,0.0
140772,0.0
140773,0.0
140774,0.0
140775,0.0
140776,0.0
140777,0.0
140778,0.0
140779,0.0
140780,0.0
140781,0.0
140782,0.0
140783,0.0
140784,0.0
140785,0.0
140786,0.0
140787,0.0
140788,0.0
140789,0.0
140790,0.0
